ID	Name	Title	Model	Kind	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	ShopTemplateID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	ShopOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeLowLimit1	ReputeHighLimit1	ReputeID2	ReputeValue2	ReputeLowLimit2	ReputeHighLimit2	ReputeID3	ReputeValue3	ReputeLowLimit3	ReputeHighLimit3	ReputeID4	ReputeValue4	ReputeLowLimit4	ReputeHighLimit4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	IsRandomDailyQuest	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillInterval6	SkillInterval7	SkillInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	HasGameCardSale	GameCardSaleOptionText	GameCardTradeRequireReputeLevel	HasGameCardBuy	GameCardBuyOptionText
4942	战死的浩气盟弟子			3	26	1	1	0	63	0	950	28	3	1	0		180	5144	0	0	4630	0	0	100	6	22	9000	0	0	0	0	216	433	433	433	433	433	1890	63	63	63	63	0	4942	1	118	58	118	58	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3800	0	0	0	0	0	0	0	0	0	1	0	144	864	838860	南屏山	0	0	1	1	0	0	<G><F174 这是一个战死的浩气盟弟子，尸体尚未装殓。>	1000		0		0					scripts\Map\南屏山\npc\先生.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	15	0						3	63	328																																																			26				0											
4943	王强	车夫		3	26				4		960	27	3				180	75			68					22	9450					5	22	22	22	22	22	0	4	4	4	4	3	4943	26	19	10	19	10																																								19										1		1	5	629145	功能通用NPC			0	0			<G>你可得多加小心，这外面比里边的恶人更多。	500						0			scripts\Traffic\新手镇车夫.lua																								0	9000									1							3	4	102																																																			26				0											
4944	红衣教徒的尸首			2	26	1	1	187	48	1	950	31	5	0	0		9600	18471	0	0	16624	0	0	100	6	28	9000	0	0	0	0	169	336	336	336	336	336	1440	48	48	48	48	0	4944	1	1152	576	1152	576	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3807	0	0	0	0	0	0	0	0	0	1	0	263	1593	734003	荻花宫	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9500	3840	0	0	0	0	0	0	0								7	48	993																																																			26															
4945	阿里曼圣像			2	26	1	1	0	1	0	950	40	3	1	0		9600	51	0	0	45	0	0	100	6	28	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	4945	1	18	8	18	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3808	0	0	0	0	0	0	0	0	0	1	0	0	2	629145	荻花宫	0	0	1	1	0	0	<G><F174 表情奇怪的雕像，不知道会不会有什么特殊的意义。>	10		0		0					scripts\Map\荻花宫前山\npc\阿里曼圣像.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	0	0	0						3	1	78																																																			26															
4946	朝廷护卫			3	27	1	1	0	55	0	950	45	3	1	1		180	4424	0	0	3981	0	0	100	6	22	9000	0	0	0	0	191	381	381	381	381	381	1650	55	55	55	55	0	4946	1	119	59	119	59	28	1	37	1	1024	27	10	667	12	80	1	512	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	4918	0	0	0	0	0	0	0	0	0	1	0	103	620	838860	龙门荒漠	0	0	1	1	0	0	<G>我不会告诉你我是来迎取舍利的，这是一个秘密任务！	300	<G>什么？有没有人和我一起？没有没有，陆晓枫和我不是一起的。	300		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1							3	55	297																																																			27				0											
4947	被折磨的小队长			3	50	1	1	199	65	0	950	28	3	1	1		180	5325	0	0	4793	0	0	100	6	22	9000	0	0	0	0	222	446	446	446	446	446	1950	65	65	65	65	0	4947	1	121	61	121	61	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3809	0	0	0	0	0	0	0	0	0	1	0	156	935	838860	南屏山	0	0	1	1	0	0	<G>恶人谷这么点手段就想让我屈服？我呸！	1000		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1							3	65	337																																																			50				0											
4948	戈奴	圣务门		2	28	1	1	187	49	1	950	42	5	1	1		0	18903	0	0	17012	0	0	100	6	28	9000	0	0	0	0	172	343	343	343	343	343	1470	49	49	49	49	0	4948	1	1200	600	1200	600	28	1	66	1	1024	56	10	826	10	307	7	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20	荻花宫\dihuayin.tab	1	荻花、日轮、稻香村特殊掉落\recipe_renxing.tab	1	荻花、日轮、稻香村特殊掉落\miji_renxing.tab	1		0	3810	0	0	0	0	0	0	0	0	0	1	0	274	1638	734003	荻花宫	0	0	1	1	1	0		0		0		0													1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9500	384000	0	0	0	0	0	0	1	5							7	49	996																																																			28															
4949	木板			3	26	1	1	0	1	0	950	21	3	0	0		0	2900	0	0	80	0	0	100	6	0	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	4949	1	7	3	7	3	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3811	0	0	0	0	0	0	0	0	0	1	0	0	2	629145	龙门荒漠	0	0	1	1	1	0		0		0		0					scripts\Map\龙门荒漠\npc\木板.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	0	9	0						3	1	78																																																			26															
4950	大桃子			3	26	1	9	0	1	0	950	8	3	1	1		180	51	0	0	45	0	0	100	6	22	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	4950	1	18	8	18	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3813	0	0	0	0	0	0	0	0	0	1	0	0	0	0	巴陵友善NPC	0	0	0	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0						3	1	78																																																			26				0											
4951	红衣信徒			4	37	1	1	187	55	0	950	31	3	0	1		180	4424	0	0	3981	0	0	100	6	22	9000	0	0	0	0	191	381	381	381	381	381	1650	55	55	55	55	0	4951	1	103	51	103	51	28	1	32	1	1024	16	8	656	12	160	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3805			0	0	0	0	0	0	0	1	0	103	620	838860	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	9							3	55	297																																																			37				0											
4952	发疯的侠士	圣宣门		2	28	1	1	1	48	1	950	42	6	1	1		0	75996	0	0	68396	0	0	100	6	28	9000	0	0	0	0	169	336	336	336	336	336	1440	48	48	48	48	0	4952	1	2087	1044	2087	1044	28	1	35	1	1024	25	10	831	11	240	1	1024	16	8	822	11	240	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20	50级副本隐藏奖励\cryptic_craft.tab	1	50级副本隐藏奖励\cryptic_medica.tab	1	50级副本隐藏奖励\cryptic_curiosa.tab	1	荻花宫\dihuayin.tab	1	3810	0	0	0	0	0	0	0	0	0	1	0	950	5737	734003	荻花宫	0	0	1	1	0	0		0		0		0													1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	384000	0	0	0	0	0	0	1	5	254	1					5	48	3575											荻花、日轮、稻香村特殊掉落\miji_renxing.tab	1																																							28															
4953	铁福				28			183	53		950	41	3				90	4245			3820					22						185	368	368	368	368	368	1590	53	53	53	53	373	4953	21	99	50	99	50	28	1	31			21	10	676	11	80	1	512	16	8			32							32								巴陵县\taoqiuhou.tab								3814										1		94	562	838860	巴陵友善NPC																	scripts\Map\巴陵县\npc\铁如山.lua																								0	9000									5							3	53	294																																																			28				0											
4954	铁寿				28			183	53		950	46	3				90	4245			3820					22						185	368	368	368	368	368	1590	53	53	53	53	373	4954	21	112	55	112	55	28	1	36			26	10			32							32							32								巴陵县\taoqiuhou.tab								3815										1		94	562	838860	巴陵友善NPC							<G>小姐也不知道跑到哪里去了，若是谁让小姐掉一根头发，我铁寿定要剁了那人的爪子！	100																																	0	9000									5							3	53	294																																																			28				0											
4955	钱袋			3	26	1	1	0	1	0	950	16	3	1	1		180	51	0	0	45	0	0	100	6	22	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	4955	1	18	8	18	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3818	0	0	0	0	0	0	0	0	0	1	0	0	2	629145	南屏山	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	15	0	1					3	1	78																																																			26				0											
4956	1号区域控制			2	26	1	1	0	1	0	950	28	3	0	0		180	51	0	0	45	0	0	100	6	28	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	4956	1	18	8	18	8	28	1	21	1	1024	11	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3820	0	0	0	0	0	0	0	0	0	1	0	0	2	629145	荻花宫	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	0	0	0	1					3	1	78																																																			26				0											
4957	金元宝				26				15		1200	10	3	0	0		0	80			1					22	9900					84	140					0						4957	21	17	9																																										3822										2		12	73	629145	龙门荒漠			0	0	1												scripts\Map\龙门荒漠\npc\金元宝.lua																								0										9							3	15	188																																																			26															
4958	奴隶如花			2	0	1	1	269	61	0	950	28	3	1	1		180	4963	0	0	4467	0	0	100	6	22	9000	0	0	0	0	209	420	420	420	420	420	1830	61	61	61	61	0	4958	1	153	77	153	77	28	1	43	1	1024	33	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3825	0	0	0	0	0	0	0	0	0	1	0	133	799	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0	1					3	61	318																																																			0				0											
4959	幼狮			2	28	1	2	129	60	1	950	61		1	1		180	5117	0	0	0	0	0	100	6	22	9000	0	0	0	0	211	374	374	374	374	374	1585	28	28	28	28	0	4959	1	121	61	121	61	28	1	26	1	1024	16	10	624	13	240	2	512	22	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3856	0	0	0	0	0	0	0	0	0	391	0	0	0	0	恶人谷敌对	0	0	2	1	0	0		0		0		0					scripts\Map\恶人谷\npc\幼狮.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1		0	1					3	60	314																																																			28				0											
4960	卢点苍			2	28	1	1	269	62	0	950	47	4	1	1		30	8423	0	0	7581	0	0	100	6	22	9000	0	0	0	0	213	426	426	426	426	426	1860	62	62	62	62	0	4960	1	271	135	271	135	28	1	27	1	1024	17	10	696	13	32	8	102400	14	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3824	0	0	0	0	0	0	0	0	0	1	0	165	989	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0	1					6	62	384																																																			28				20											
4961	永恒火			4	13	1	1	0	1	0	950	63	3	0	0		180	51	0	0	45	0	0	100	6	22	9000	0	0	0	0	1	12	12	12	12	12	0	1	1	1	1	0	4961	1	18	8	18	8	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2611	0	0	0	0	0	0	0	0	0	2	0	0	2	629145	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	9							3	1	78																																																			13				0											
4962	五秒火			4	13	1	1	0	17	2	950	63	3	0	0		50	684	0	0	616	0	0	100	6	22	9000	0	0	0	0	49	96	96	96	96	96	0	17	17	17	17	0	4962	1	29	14	29	14	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	3836	0	0	0	0	0	0	0	0	0	2	0	15	88	629145	龙门荒漠	0	0	1	1		0		0		0		0					scripts\Map\龙门荒漠\npc\箭区的火.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	9							3	17	204																																																			13				0											
4963	十秒火			4	13	1	1	0	23	3	950	63	3	0	0		0	1045	0	0	940	0	0	100	6	22	9000	0	0	0	0	84	147	147	147	147	147	192	23	23	23	23	0	4963	1	38	20	38	20	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	3837	0	0	0	0	0	0	0	0	0	2	0	24	147	629145	龙门荒漠	0	0	1	1		0		0		0		0					scripts\Map\龙门荒漠\npc\箭区的火.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	9							3	23	234																																																			13															
4964	二十秒火			4	13	1	1	0	40	5	950	63	3	0	0		70	3069	0	0	2762	0	0	100	6	22	9000	0	0	0	0	144	285	285	285	285	285	1200	40	40	40	40	0	4964	1	66	32	66	32	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	3835	0	0	0	0	0	0	0	0	0	2	0	60	360	734003	龙门荒漠	0	0	1	1		0		0		0		0					scripts\Map\龙门荒漠\npc\箭区的火.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	0	9							3	40	273																																																			13				0											
4965	驿站马				26		2	97	21	2		90	3	0	0		120	978			0					22	9450					72	117	117	117	117	117	51	9	9	9	9		4965	21	38	19	38	19	28	1	26			16	10	5054	4	240																														3830										349		0	0	0	天策			2	0																																					0	9000								0	1							3	21	226																																																			26				0											
4966	天一教巡游			2	28	1		290	62	1	950	28		1	1		180	5054	0	0	4548	0	0	100	6	22	9000	0	0	0	0	213	426	426	426	426	426	1860	62	62	62	62	0	4966	1	134	67	134	67	28	1	37	1	1024	27	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20	恶人谷\recipe_renxing.tab	1		0		0		0	3833	0	0	0	0	0	0	0	0	0	1	0	139	831	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0	1					3	62	323																																																			28				0											
4967	丹顶鹤				29		2	1	53	1	950	29	3					4457			0					22						188	333	333	333	333	333	1400	25	25	25	25		4967	21	107	54	107	54	28	1	20			10	10	636	11	240	7	200	10	8			32							32																3838										1		0	0	0	巴陵敌对NPC			2																																						0	9000									3							3	53	294																																																			29				0											
4968	三寸丁	独行		2	49	1	1	269	64	0	950	39	4	1	1		180	8725	0	0	7852	0	0	100	6	22	9000	0	0	0	0	219	439	439	439	439	439	1920	64	64	64	64	0	4968	1	280	140	280	140	28	1	10	1	1024	16	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3839	3840	3843	0	0	0	0	0	0	0	1	0	178	1070	838860	南屏山	0	0	1	1	0	0	<G>散人、散人，就是说我们一般不会干那种群殴的勾当。	1000		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	8	0	1					6	64	395																																																			49				20											
4969	阿里曼祭司	圣务门		2	28	1	1	187	56	0	950	30	3	1	1		180	4513	0	0	4062	0	0	100	6	22	9000	0	0	0	0	194	388	388	388	388	388	1680	56	56	56	56	0	4969	1	121	61	121	61	28	1	37	1	1024	27	10	681	12	240	7	500	25	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3841	0	0	0	0	0	0	0	0	0	1	0	108	651	838860	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5							3	56	298																																																			28				0											
4970	阿里曼祭司侍从	圣务门		2	28	1	1	187	56	0	950	30	3	1	1		180	4513	0	0	4062	0	0	100	6	22	9000	0	0	0	0	194	388	388	388	388	388	1680	56	56	56	56	0	4970	1	105	52	105	52	28	1	28	1	1024	18	10	681	12	240	7	500	25	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3842	0	0	0	0	0	0	0	0	0	1	0	108	651	838860	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1							3	56	298																																																			28				0											
4971	阿里曼祈祷者			3	37	1	1	0	51	0	950	31	3	1	1		180	4066	0	0	3660	0	0	100	6	22	9000	0	0	0	0	178	356	356	356	356	356	1530	51	51	51	51	0	4971	1	96	47	96	47	28	1	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3805	0	0	0	0	0	0	0	0	0	1	0	85	510	838860	龙门荒漠	0	0	1	1	0	0	<G>我们被神遗弃了？还是我们遗弃了神？	300		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1							3	51	290																																																			37				0											
4972	秦雷	叛军校尉		2	28	1	1	0	53	0	950	28	6	1	1		0	125445	0	0	74487	0	0	100	6		9000	0	0	0	0	175	401	401	401	401	401	1244	53	53	53	53	0	4972	1	1764	954	1764	1024	1028	10	39			29	10	1174	11	240	18	512			1173	11	320	7	512			1171	11	300	2				99999999	0		风雨稻香村\gear_3.tab	1	风雨稻香村\miji_3.tab	1	风雨稻香村\read_3.tab	1	荻花、日轮、稻香村特殊掉落\milu_Boss.tab	1	1585				0	0	0	0	0	0	1392	0	1175	7025	838860	稻香村（副本）	0	0	1	3	1			0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0			-1	0	0	0	0	0	0	1		254	0	1	0	0	0	5	53	3675	-1			0	-1	7	0	-1	0	125	荻花、日轮、稻香村特殊掉落\xiuluopu_Boss.tab	1	风雨稻香村\gear_3_recipe.tab	1		0		0		0		0																													28															
4973	机关火			4	28				6			63	3	0	0		30	94			85					22	9450					9	30	30	30	30	30	0	6	6	6	6		4973	21	20	11	20	11																																								3845										1		1	8	629145	龙门荒漠			0	0																																					0	9000								0	1							3	6	118																																																			28				0											
4974	前营奴仆	独行		2	49	1	1	269	65	1	950	50	3	1	1		180	5325	0	0	4793	0	0	100	6	22	9000	0	0	0	0	222	446	446	446	446	446	1950	65	65	65	65	0	4974	1	125	63	125	63	28	1	33	1	1024	23	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3627	0	0	0	0	0	0	0	0	0	1	0	156	935	838860	南屏山	0	0	1	1	0	0	<G>唉，<N>，这样站着真无聊，你代替我一会？我又手痒痒了……	1000	<G><F174 这个恶人谷弟子悄悄地对你说道。>\n<H28><G>嘿，你知道那个舒圆圆是什么来头不？不知道吧？哈哈，其实我也不知道……	1000		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0	1					3	65	337																																																			49				0											
4975	竹老板	富甲天下		3	26	1	1	0	56	0	950	21	3	1	1		180	4513	0	0	4062	0	0	100	6	22	9000	0	0	0	0	194	388	388	388	388	388	1680	56	56	56	56	0	4975	1	115	57	115	57	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3920	0	0	0	0	0	0	0	0	0	1	0	108	651	838860	龙门荒漠	0	0	1	1	0	0	<G>看什么看？没见过女保镖吗？我和乌米的功夫可不比那些男人弱。	300		0		0					scripts\Map\龙门荒漠\npc\竹老板.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1							3	56	298																																																			26				0											
4976	气场生太极				26				1		950	226	3	0	0		0	42			68				0	22							12	12	12	12	12	0	1	1	1	1		4976	22	4	3	4	3			32							32							32							32																3846										1		0	2	629145	技能					1												scripts\skill\npc\技能\纯阳-灵朝紫台.lua																								0	9000								0								3	1	78																																																			26															
4977	气场破苍穹				26				1		950	226	3	0	0		0	42			68				0	22							12	12	12	12	12	0	1	1	1	1		4977	22	4	3	4	3			32							32							32							32																3847										1		0	2	629145	技能					1												scripts\skill\npc\技能\纯阳-灵朝紫台.lua																								0	9000								0								3	1	78																																																			26															
4978	气场冲阴阳				26				1		950	226	3	0	0		0	42			68				0	22							12	12	12	12	12	0	1	1	1	1		4978	22	4	3	4	3			32							32							32							32																3848										1		0	2	629145	技能					1												scripts\skill\npc\技能\纯阳-灵朝紫台.lua																								0	9000								0								3	1	78																																																			26															
4979	气场凌太虚				26				1		950	226	3	0	0		0	42			68				0	22							12	12	12	12	12	0	1	1	1	1		4979	22	4	3	4	3			32							32							32							32																3849										1		0	2	629145	技能					1												scripts\skill\npc\技能\纯阳-灵朝紫台.lua																								0	9000								0								3	1	78																																																			26															
4980	气场碎星辰				26				1		950	226	3	0	0		0	42			68				0	22							12	12	12	12	12	0	1	1	1	1		4980	22	4	3	4	3			32							32							32							32																3850										1		0	2	629145	技能					1												scripts\skill\npc\技能\纯阳-灵朝紫台.lua																								0	9000								0								3	1	78																																																			26															
4981	气场吞日月				26				1		950	226	3	0	0		0	42			68				0	22							12	12	12	12	12	0	1	1	1	1		4981	22	4	3	4	3			32							32							32							32																3851										1		0	2	629145	技能					1												scripts\skill\npc\技能\纯阳-灵朝紫台.lua																								0	9000								0								3	1	78																																																			26															
4982	气场镇山河				26				1		950	243	3	0	0		0	42			68				0	22							12	12	12	12	12	0	1	1	1	1		4982	22	4	3	4	3			32							32							32							32																3852										1		0	2	629145	技能					1												scripts\skill\npc\技能\纯阳-灵朝紫台.lua																								0	9000								0								3	1	78																																																			26															
4983	阿里曼护卫	圣务门		2	28	1	1	187	56	0	950	30	3	1	1		0	4513	0	0	4062	0	0	100	6	22	9000	0	0	0	0	194	388	388	388	388	388	1680	56	56	56	56	0	4983	1	105	52	105	52	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3144	0	0	0	0	0	0	0	0	0	1	0	108	651	838860	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5							3	56	298																																																			28															
4984	阿里曼护卫长	圣务门		2	28	1	1	187	56	0	950	30	3	1	1		0	4513	0	0	4062	0	0	100	6	22	9000	0	0	0	0	194	388	388	388	388	388	1680	56	56	56	56	0	4984	1	128	63	128	63	28	1	39	1	1024	29	10	654	12	160	1	512	25	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3146	0	0	0	0	0	0	0	0	0	1	0	108	651	838860	龙门荒漠	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5							3	56	298																																																			28															
